bioid	biourl	fullname	wiki_fullname	wikientity	wikientity_dupechk	lastname	firstname	state	district	party	wiki_party	congress	wiki_congress	start time	end time
								AR	Arkansas	Democrat	Democratic Party	59	59th United States Congress	1905-03-04T00:00:00Z	1907-03-04T00:00:00Z
H000325	https://bioguideretro.congress.gov/Static_Files/data/H/H000325.xml	Daniel oren Hastings	Daniel O. Hastings	Q1161926	1	Hastings	Daniel oren	DE	Delaware	Republican	Republican Party	70	70th United States Congress	1927-03-04T00:00:00Z	1929-03-04T00:00:00Z
								DE	Delaware	Republican	Republican Party	71	71st United States Congress	1929-03-04T00:00:00Z	1931-03-04T00:00:00Z
								DE	Delaware	Republican	Republican Party	72	72nd United States Congress	1931-03-04T00:00:00Z	1933-03-04T00:00:00Z
								DE	Delaware	Republican	Republican Party	73	73rd United States Congress	1933-03-04T00:00:00Z	1935-01-03T00:00:00Z
								DE	Delaware	Republican	Republican Party	74	74th United States Congress	1935-01-03T00:00:00Z	1937-01-03T00:00:00Z
N000040	https://bioguideretro.congress.gov/Static_Files/data/N/N000040.xml	Knute Nelson	Knute Nelson	Q888190	1	Nelson	Knute	MN	Minnesota	Republican	Republican Party	54	54th United States Congress	1895-03-04T00:00:00Z	1897-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	55	55th United States Congress	1897-03-04T00:00:00Z	1899-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	56	56th United States Congress	1899-03-04T00:00:00Z	1901-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	57	57th United States Congress	1901-03-04T00:00:00Z	1903-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	58	58th United States Congress	1903-03-04T00:00:00Z	1905-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	59	59th United States Congress	1905-03-04T00:00:00Z	1907-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	60	60th United States Congress	1907-03-04T00:00:00Z	1909-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	61	61st United States Congress	1909-03-04T00:00:00Z	1911-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	62	62nd United States Congress	1911-03-04T00:00:00Z	1913-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	63	63rd United States Congress	1913-03-04T00:00:00Z	1915-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	64	64th United States Congress	1915-03-04T00:00:00Z	1917-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	65	65th United States Congress	1917-03-04T00:00:00Z	1919-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	66	66th United States Congress	1919-03-04T00:00:00Z	1921-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	67	67th United States Congress	1921-03-04T00:00:00Z	1923-03-04T00:00:00Z
								MN	Minnesota	Republican	Republican Party	68	68th United States Congress	1923-03-04T00:00:00Z	1925-03-04T00:00:00Z
W000021	https://bioguideretro.congress.gov/Static_Files/data/W/W000021.xml	Robert ferdinand Wagner	Robert Ferdinand Wagner	Q213721	1	Wagner	Robert ferdinand	NY	New York	Democrat	Democratic Party	70	70th United States Congress	1927-03-04T00:00:00Z	1929-03-04T00:00:00Z
								NY	New York	Democrat	Democratic Party	71	71st United States Congress	1929-03-04T00:00:00Z	1931-03-04T00:00:00Z
								NY	New York	Democrat	Democratic Party	72	72nd United States Congress	1931-03-04T00:00:00Z	1933-03-04T00:00:00Z
								NY	New York	Democrat	Democratic Party	73	73rd United States Congress	1933-03-04T00:00:00Z	1935-01-03T00:00:00Z
								NY	New York	Democrat	Democratic Party	74	74th United States Congress	1935-01-03T00:00:00Z	1937-01-03T00:00:00Z
								NY	New York	Democrat	Democratic Party	75	75th United States Congress	1937-01-03T00:00:00Z	1939-01-03T00:00:00Z
								NY	New York	Democrat	Democratic Party	76	76th United States Congress	1939-01-03T00:00:00Z	1941-01-03T00:00:00Z
								NY	New York	Democrat	Democratic Party	77	77th United States Congress	1941-01-03T00:00:00Z	1943-01-03T00:00:00Z
								NY	New York	Democrat	Democratic Party	78	78th United States Congress	1943-01-03T00:00:00Z	1945-01-03T00:00:00Z
								NY	New York	Democrat	Democratic Party	79	79th United States Congress	1945-01-03T00:00:00Z	1947-01-03T00:00:00Z
								NY	New York	Democrat	Democratic Party	80	80th United States Congress	1947-01-03T00:00:00Z	1949-01-03T00:00:00Z
								NY	New York	Democrat	Democratic Party	81	81st United States Congress	1949-01-03T00:00:00Z	1951-01-03T00:00:00Z
H000494	https://bioguideretro.congress.gov/Static_Files/data/H/H000494.xml	William Hendricks	William Hendricks	Q888366	1	Hendricks	William	IN	Indiana	Adams	Adams	19	19th United States Congress	1825-03-04T00:00:00Z	1827-03-04T00:00:00Z
								IN	Indiana	Adams	Adams	20	20th United States Congress	1827-03-04T00:00:00Z	1829-03-04T00:00:00Z
								IN	Indiana	Adams	Adams	21	21st United States Congress	1829-03-04T00:00:00Z	1831-03-04T00:00:00Z
								IN	Indiana	Adams	Adams	22	22nd United States Congress	1831-03-04T00:00:00Z	1833-03-04T00:00:00Z
								IN	Indiana	Adams	Adams	23	23rd United States Congress	1833-03-04T00:00:00Z	1835-03-04T00:00:00Z
								IN	Indiana	Adams	Adams	24	24th United States Congress	1835-03-04T00:00:00Z	1837-03-04T00:00:00Z
W000009	https://bioguideretro.congress.gov/Static_Files/data/W/W000009.xml	Bainbridge Wadleigh	Bainbridge Wadleigh	Q803892	1	Wadleigh	Bainbridge	NH	New Hampshire	Republican	Republican Party	43	43rd United States Congress	1873-03-04T00:00:00Z	1875-03-04T00:00:00Z
								NH	New Hampshire	Republican	Republican Party	44	44th United States Congress	1875-03-04T00:00:00Z	1877-03-04T00:00:00Z
								NH	New Hampshire	Republican	Republican Party	45	45th United States Congress	1877-03-04T00:00:00Z	1879-03-04T00:00:00Z
G000205	https://bioguideretro.congress.gov/Static_Files/data/G/G000205.xml	Guy mark Gillette	Guy Gillette	Q5622280	1	Gillette	Guy mark	IA	Iowa	Democrat	Democratic Party	74	74th United States Congress	1935-01-03T00:00:00Z	1937-01-03T00:00:00Z
								IA	Iowa	Democrat	Democratic Party	75	75th United States Congress	1937-01-03T00:00:00Z	1939-01-03T00:00:00Z
								IA	Iowa	Democrat	Democratic Party	76	76th United States Congress	1939-01-03T00:00:00Z	1941-01-03T00:00:00Z
								IA	Iowa	Democrat	Democratic Party	77	77th United States Congress	1941-01-03T00:00:00Z	1943-01-03T00:00:00Z
								IA	Iowa	Democrat	Democratic Party	78	78th United States Congress	1943-01-03T00:00:00Z	1945-01-03T00:00:00Z
								IA	Iowa	Democrat	Democratic Party	81	81st United States Congress	1949-01-03T00:00:00Z	1951-01-03T00:00:00Z
								IA	Iowa	Democrat	Democratic Party	82	82nd United States Congress	1951-01-03T00:00:00Z	1953-01-03T00:00:00Z
								IA	Iowa	Democrat	Democratic Party	83	83rd United States Congress	1953-01-03T00:00:00Z	1955-01-03T00:00:00Z
L000177	https://bioguideretro.congress.gov/Static_Files/data/L/L000177.xml	Walter Leake	Walter Leake	Q359450	1	Leake	Walter	MS	Mississippi	Democratic Republican	Democratic-Republican Party	15	15th United States Congress	1817-03-04T00:00:00Z	1819-03-04T00:00:00Z
								MS	Mississippi	Democratic Republican	Democratic-Republican Party	16	16th United States Congress	1819-03-04T00:00:00Z	1821-03-04T00:00:00Z
R000358	https://bioguideretro.congress.gov/Static_Files/data/R/R000358.xml	John marshall Robsion	John Marshall Robsion	Q1700932	1	Robsion	John marshall	KY	Kentucky	Republican	Republican Party	71	71st United States Congress	1929-03-04T00:00:00Z	1931-03-04T00:00:00Z
B000154	https://bioguideretro.congress.gov/Static_Files/data/B/B000154.xml	Isaac dutton Barnard	Isaac D. Barnard	Q1673379	1	Barnard	Isaac dutton	PA	Pennsylvania	Jacksonian	Jacksonian	20	20th United States Congress	1827-03-04T00:00:00Z	1829-03-04T00:00:00Z
								PA	Pennsylvania	Jacksonian	Jacksonian	21	21st United States Congress	1829-03-04T00:00:00Z	1831-03-04T00:00:00Z
								PA	Pennsylvania	Jacksonian	Jacksonian	22	22nd United States Congress	1831-03-04T00:00:00Z	1833-03-04T00:00:00Z
C000269	https://bioguideretro.congress.gov/Static_Files/data/C/C000269.xml	John hubbard Chafee	John Chafee	Q887338	1	Chafee	John hubbard	RI	Rhode Island	Republican	Republican Party	94	94th United States Congress	1975-01-03T00:00:00Z	1977-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	95	95th United States Congress	1977-01-03T00:00:00Z	1979-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	96	96th United States Congress	1979-01-03T00:00:00Z	1981-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	97	97th United States Congress	1981-01-03T00:00:00Z	1983-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	98	98th United States Congress	1983-01-03T00:00:00Z	1983-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	99	99th United States Congress	1985-01-03T00:00:00Z	1987-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	100	100th United States Congress	1987-01-03T00:00:00Z	1989-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	101	101st United States Congress	1989-01-03T00:00:00Z	1991-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	102	102nd United States Congress	1991-01-03T00:00:00Z	1993-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	103	103rd United States Congress	1993-01-03T00:00:00Z	1995-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	104	104th United States Congress	1995-01-03T00:00:00Z	1997-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	105	105th United States Congress	1997-01-03T00:00:00Z	1999-01-03T00:00:00Z
								RI	Rhode Island	Republican	Republican Party	106	106th United States Congress	1999-01-03T00:00:00Z	2001-01-03T00:00:00Z
S000065	https://bioguideretro.congress.gov/Static_Files/data/S/S000065.xml	Aaron augustus Sargent	Aaron A. Sargent	Q301711	1	Sargent	Aaron augustus	CA	California	Republican	Republican Party	43	43rd United States Congress	1873-03-04T00:00:00Z	1875-03-04T00:00:00Z
								CA	California	Republican	Republican Party	44	44th United States Congress	1875-03-04T00:00:00Z	1877-03-04T00:00:00Z
								CA	California	Republican	Republican Party	45	45th United States Congress	1877-03-04T00:00:00Z	1879-03-04T00:00:00Z
K000305	https://bioguideretro.congress.gov/Static_Files/data/K/K000305.xml	Herbert h. Kohl	Herb Kohl	Q560447	1	Kohl	Herbert h.	WI	Wisconsin	Democrat	Democratic Party	101	101st United States Congress	1989-01-03T00:00:00Z	1991-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	102	102nd United States Congress	1991-01-03T00:00:00Z	1993-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	103	103rd United States Congress	1993-01-03T00:00:00Z	1995-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	104	104th United States Congress	1995-01-03T00:00:00Z	1997-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	105	105th United States Congress	1997-01-03T00:00:00Z	1999-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	106	106th United States Congress	1999-01-03T00:00:00Z	2001-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	107	107th United States Congress	2001-01-03T00:00:00Z	2003-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	108	108th United States Congress	2003-01-03T00:00:00Z	2005-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	109	109th United States Congress	2005-01-03T00:00:00Z	2007-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	110	110th United States Congress	2007-01-03T00:00:00Z	2009-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	111	111th United States Congress	2009-01-03T00:00:00Z	2011-01-03T00:00:00Z
								WI	Wisconsin	Democrat	Democratic Party	112	112th United States Congress	2011-01-03T00:00:00Z	2013-01-03T00:00:00Z
B000168	https://bioguideretro.congress.gov/Static_Files/data/B/B000168.xml	Robert woodward Barnwell	Robert Woodward Barnwell	Q357725	2	Barnwell	Robert woodward	SC	South Carolina	Democrat	Democratic Party	31	31st United States Congress	1849-03-04T00:00:00Z	1851-03-04T00:00:00Z
S000059	https://bioguideretro.congress.gov/Static_Files/data/S/S000059.xml	Richard john (rick) Santorum	Rick Santorum	Q155985	1	Santorum	Richard john (rick)	PA	Pennsylvania	Republican	Republican Party	104	104th United States Congress	1995-01-03T00:00:00Z	1997-01-03T00:00:00Z
								PA	Pennsylvania	Republican	Republican Party	105	105th United States Congress	1997-01-03T00:00:00Z	1999-01-03T00:00:00Z
								PA	Pennsylvania	Republican	Republican Party	106	106th United States Congress	1999-01-03T00:00:00Z	2001-01-03T00:00:00Z
								PA	Pennsylvania	Republican	Republican Party	107	107th United States Congress	2001-01-03T00:00:00Z	2003-01-03T00:00:00Z
								PA	Pennsylvania	Republican	Republican Party	108	108th United States Congress	2003-01-03T00:00:00Z	2005-01-03T00:00:00Z
								PA	Pennsylvania	Republican	Republican Party	109	109th United States Congress	2005-01-03T00:00:00Z	2007-01-03T00:00:00Z
T000015	https://bioguideretro.congress.gov/Static_Files/data/T/T000015.xml	Charles Tait	Charles Tait	Q1066214	1	Tait	Charles	GA	Georgia	Democratic Republican	Democratic-Republican Party	11	11th United States Congress	1809-03-04T00:00:00Z	1811-03-04T00:00:00Z
								GA	Georgia	Democratic Republican	Democratic-Republican Party	12	12th United States Congress	1811-03-04T00:00:00Z	1813-03-04T00:00:00Z
								GA	Georgia	Democratic Republican	Democratic-Republican Party	13	13th United States Congress	1813-03-04T00:00:00Z	1815-03-04T00:00:00Z
								GA	Georgia	Democratic Republican	Democratic-Republican Party	14	14th United States Congress	1815-03-04T00:00:00Z	1817-03-04T00:00:00Z
								GA	Georgia	Democratic Republican	Democratic-Republican Party	15	15th United States Congress	1817-03-04T00:00:00Z	1819-03-04T00:00:00Z
M000712	https://bioguideretro.congress.gov/Static_Files/data/M/M000712.xml	John Milledge	John Milledge	Q885464	1	Milledge	John	GA	Georgia	Democratic Republican	Democratic-Republican Party	9	9th United States Congress	1805-03-04T00:00:00Z	1807-03-04T00:00:00Z
								GA	Georgia	Democratic Republican	Democratic-Republican Party	10	10th United States Congress	1807-03-04T00:00:00Z	1809-03-04T00:00:00Z
								GA	Georgia	Democratic Republican	Democratic-Republican Party	11	11th United States Congress	1809-03-04T00:00:00Z	1811-03-04T00:00:00Z
B000183	https://bioguideretro.congress.gov/Static_Files/data/B/B000183.xml	Alexander Barrow	Alexander Barrow	Q2622146	1	Barrow	Alexander	LA	Louisiana	Whig	Whigs	27	27th United States Congress	1841-03-04T00:00:00Z	1843-03-04T00:00:00Z
								LA	Louisiana	Whig	Whigs	28	28th United States Congress	1843-03-04T00:00:00Z	1845-03-04T00:00:00Z
								LA	Louisiana	Whig	Whigs	29	29th United States Congress	1845-03-04T00:00:00Z	1847-03-04T00:00:00Z
E000124	https://bioguideretro.congress.gov/Static_Files/data/E/E000124.xml	John Elliott	John Elliott	Q1486508	1	Elliott	John	GA	Georgia	Democratic Republican	Democratic-Republican Party	16	16th United States Congress	1819-03-04T00:00:00Z	1821-03-04T00:00:00Z
								GA	Georgia	Democratic Republican	Democratic-Republican Party	17	17th United States Congress	1821-03-04T00:00:00Z	1823-03-04T00:00:00Z
								GA	Georgia	Crawford Republican	Crawford Republican	18	18th United States Congress	1823-03-04T00:00:00Z	1825-03-04T00:00:00Z
P000290	https://bioguideretro.congress.gov/Static_Files/data/P/P000290.xml	James duval Phelan	James D. Phelan	Q1680239	1	Phelan	James duval	CA	California	Democrat	Democratic Party	64	64th United States Congress	1915-03-04T00:00:00Z	1917-03-04T00:00:00Z
								CA	California	Democrat	Democratic Party	65	65th United States Congress	1917-03-04T00:00:00Z	1919-03-04T00:00:00Z
								CA	California	Democrat	Democratic Party	66	66th United States Congress	1919-03-04T00:00:00Z	1921-03-04T00:00:00Z
C000282	https://bioguideretro.congress.gov/Static_Files/data/C/C000282.xml	Ezekiel forman Chambers	Ezekiel F. Chambers	Q5423148	1	Chambers	Ezekiel forman	MD	Maryland	Adams	Adams	19	19th United States Congress	1825-03-04T00:00:00Z	1827-03-04T00:00:00Z
								MD	Maryland	Adams	Adams	20	20th United States Congress	1827-03-04T00:00:00Z	1829-03-04T00:00:00Z
								MD	Maryland	Adams	Adams	21	21st United States Congress	1829-03-04T00:00:00Z	1831-03-04T00:00:00Z
								MD	Maryland	Adams	Adams	22	22nd United States Congress	1831-03-04T00:00:00Z	1833-03-04T00:00:00Z
								MD	Maryland	Adams	Adams	23	23rd United States Congress	1833-03-04T00:00:00Z	1835-03-04T00:00:00Z
L000412	https://bioguideretro.congress.gov/Static_Files/data/L/L000412.xml	Chester isaiah Long	Chester I. Long	Q971725	1	Long	Chester isaiah	KS	Kansas	Republican	Republican Party	58	58th United States Congress	1903-03-04T00:00:00Z	1905-03-04T00:00:00Z
								KS	Kansas	Republican	Republican Party	59	59th United States Congress	1905-03-04T00:00:00Z	1907-03-04T00:00:00Z
								KS	Kansas	Republican	Republican Party	60	60th United States Congress	1907-03-04T00:00:00Z	1909-03-04T00:00:00Z
W000550	https://bioguideretro.congress.gov/Static_Files/data/W/W000550.xml	Ben mitchell Williamson	Ben M. Williamson	Q816552	1	Williamson	Ben mitchell	KY	Kentucky	Democrat	Democratic Party	71	71st United States Congress	1929-03-04T00:00:00Z	1931-03-04T00:00:00Z
F000313	https://bioguideretro.congress.gov/Static_Files/data/F/F000313.xml	Theodore Foster	Theodore Foster	Q431894	1	Foster	Theodore	RI	Rhode Island	Pro-Administration	Pro-Administration	1	1st United States Congress	1789-03-04T00:00:00Z	1791-03-04T00:00:00Z
								RI	Rhode Island	Pro-Administration	Pro-Administration	2	2nd United States Congress	1791-03-04T00:00:00Z	1793-03-04T00:00:00Z
